23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",,14460,0.7,42.47,88340,0.7,19.39,27.03,40.96,53.96,74.59,40340,56230,85190,112240,155140,,,2011
23-1022,"Arbitrators, Mediators, and Conciliators",,6880,6.7,36.32,75550,4.6,15.82,20.06,29.06,47.93,66.14,32910,41720,60440,99700,137570,,,2011
23-1023,"Judges, Magistrate Judges, and Magistrates",,26570,0.7,53.34,110940,0.9,16.92,28,57.75,69.02,83.04,35190,58230,120130,143550,172730,,,2011
23-2011,Paralegals and Legal Assistants*,,252250,1.4,24.02,49960,0.5,14.13,17.42,22.47,28.83,36.25,29390,36230,46730,59970,75400,,,2011
23-2091,Court Reporters,,18440,3.0,25.82,53710,2.0,12.55,16.86,23.33,33.17,44.42,26100,35070,48530,69000,92400,,,2011
23-2093,"Title Examiners, Abstractors, and Searchers",,49760,3.8,21.56,44850,1.2,11.97,15.19,19.6,25.91,34.38,24900,31590,40760,53900,71510,,,2011
23-2099,"Legal Support Workers, All Other",,44720,2.3,28.88,60070,5.6,14.75,19.25,25.19,35,48.89,30680,40040,52390,72810,101690,,,2011
25-0000,"Education, Training, and Library Occupations",major,8409060,0.3,24.46,50870,0.5,9.99,14.73,22.14,30.64,41.11,20780,30630,46060,63740,85510,,,2011
25-1011,"Business Teachers, Postsecondary",,82090,1.6,*,86620,1.4,*,*,*,*,*,35370,50270,74770,110200,153230,True,,2011
25-1021,"Computer Science Teachers, Postsecondary",,33510,1.7,*,80460,1.2,*,*,*,*,*,37890,52530,73090,101370,136750,True,,2011
25-1022,"Mathematical Science Teachers, Postsecondary",,53650,1.2,*,74460,1.0,*,*,*,*,*,35630,48440,66680,91710,127810,True,,2011
25-1031,"Architecture Teachers, Postsecondary",,7060,5.3,*,79600,1.5,*,*,*,*,*,44700,57210,73070,94220,125750,True,,2011
25-1032,"Engineering Teachers, Postsecondary",,33660,3.2,*,97260,1.3,*,*,*,*,*,47410,67200,90680,119780,153030,True,,2011
25-1041,"Agricultural Sciences Teachers, Postsecondary",,10170,5.6,*,83480,1.8,*,*,*,*,*,43480,59200,79900,103690,128280,True,,2011
25-1042,"Biological Science Teachers, Postsecondary",,50090,3.6,*,86060,1.8,*,*,*,*,*,40650,53450,74110,104320,147950,True,,2011
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",,2520,4.7,*,82640,2.3,*,*,*,*,*,42950,57000,80330,101450,130040,True,,2011
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,10660,3.3,*,91350,1.4,*,*,*,*,*,42590,58580,83140,115900,152270,True,,2011
25-1052,"Chemistry Teachers, Postsecondary",,20830,2.0,*,80450,0.9,*,*,*,*,*,41600,53480,70960,95290,134920,True,,2011
25-1053,"Environmental Science Teachers, Postsecondary",,4990,8.6,*,84140,1.5,*,*,*,*,*,42560,55640,75050,104890,140870,True,,2011
25-1054,"Physics Teachers, Postsecondary",,13630,2.2,*,86730,1.2,*,*,*,*,*,43720,57280,77540,107810,143550,True,,2011
25-1061,"Anthropology and Archeology Teachers, Postsecondary",,5790,2.4,*,81860,1.2,*,*,*,*,*,42530,56670,75460,98970,132160,True,,2011
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,9250,2.2,*,79840,2.9,*,*,*,*,*,33730,50080,69130,95220,141970,True,,2011
25-1063,"Economics Teachers, Postsecondary",,13300,1.7,*,94450,1.4,*,*,*,*,*,42690,61150,85310,114840,153640,True,,2011
25-1064,"Geography Teachers, Postsecondary",,4280,2.3,*,72300,0.9,*,*,*,*,*,40110,52020,68510,88540,113600,True,,2011
25-1065,"Political Science Teachers, Postsecondary",,17260,1.6,*,80980,1.7,*,*,*,*,*,36420,51430,71470,100570,138140,True,,2011
25-1066,"Psychology Teachers, Postsecondary",,37540,5.3,*,74890,0.9,*,*,*,*,*,35740,49940,68150,90940,121740,True,,2011
25-1067,"Sociology Teachers, Postsecondary",,17250,1.5,*,73320,1.1,*,*,*,*,*,36210,49190,66250,90010,119790,True,,2011
25-1069,"Social Sciences Teachers, Postsecondary, All Other",,9230,3.9,*,82750,2.0,*,*,*,*,*,41250,54760,71600,96050,145150,True,,2011
25-1071,"Health Specialties Teachers, Postsecondary",,153430,2.5,*,99210,2.3,*,*,*,*,*,39210,53560,79860,126130,#,True,,2011
25-1072,"Nursing Instructors and Teachers, Postsecondary",,55930,1.8,*,67810,0.8,*,*,*,*,*,39580,50790,63900,81210,103380,True,,2011
25-1081,"Education Teachers, Postsecondary",,63330,2.1,*,65050,0.8,*,*,*,*,*,32200,44070,59380,78490,105750,True,,2011
25-1082,"Library Science Teachers, Postsecondary",,4410,3.4,*,69870,1.2,*,*,*,*,*,42730,51950,65110,83990,106380,True,,2011
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,14630,2.7,*,65690,1.2,*,*,*,*,*,34230,45380,59480,78660,108410,True,,2011
25-1112,"Law Teachers, Postsecondary",,14980,4.1,*,108760,3.7,*,*,*,*,*,31510,57940,93330,148200,#,True,,2011
25-1113,"Social Work Teachers, Postsecondary",,9970,6.3,*,71030,1.4,*,*,*,*,*,36780,49840,63480,86690,118680,True,,2011
25-1121,"Art, Drama, and Music Teachers, Postsecondary",,90030,2.1,*,72660,2.1,*,*,*,*,*,33400,45370,62330,88290,124880,True,,2011
25-1122,"Communications Teachers, Postsecondary",,29610,1.9,*,67560,0.9,*,*,*,*,*,33950,45570,61330,84010,111640,True,,2011
25-1123,"English Language and Literature Teachers, Postsecondary",,72700,1.3,*,68760,0.9,*,*,*,*,*,33000,44390,61410,85350,115520,True,,2011
25-1124,"Foreign Language and Literature Teachers, Postsecondary",,29010,2.5,*,66720,1.1,*,*,*,*,*,33670,44560,59630,80950,110290,True,,2011
25-1125,"History Teachers, Postsecondary",,23470,1.6,*,72200,0.9,*,*,*,*,*,33560,48160,65860,88960,118840,True,,2011
25-1126,"Philosophy and Religion Teachers, Postsecondary",,21930,2.4,*,71620,0.9,*,*,*,*,*,35030,48370,65100,88030,116970,True,,2011
25-1191,Graduate Teaching Assistants,,110130,3.2,*,33180,2.1,*,*,*,*,*,17330,19470,31230,42550,55410,True,,2011
25-1192,"Home Economics Teachers, Postsecondary",,5490,9.3,*,68080,2.2,*,*,*,*,*,32900,44650,64540,87830,110650,True,,2011
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,18660,2.2,*,63820,1.3,*,*,*,*,*,27840,40870,57840,80600,110640,True,,2011
25-1194,"Vocational Education Teachers, Postsecondary",,125160,1.6,25.71,53480,0.8,13.03,17.38,23.46,31.99,41.94,27110,36150,48790,66540,87230,,,2011
25-1199,"Postsecondary Teachers, All Other",,182130,3.8,*,74360,1.8,*,*,*,*,*,30490,43050,64310,94420,132850,True,,2011
25-2011,"Preschool Teachers, Except Special Education",,349430,1.3,14.5,30150,1.1,8.53,9.96,12.8,17.11,23.12,17750,20720,26620,35600,48080,,,2011
25-2012,"Kindergarten Teachers, Except Special Education",,164910,1.3,*,52350,1.2,*,*,*,*,*,32100,39910,49520,62770,76900,True,,2011
25-2021,"Elementary School Teachers, Except Special Education",,1415590,0.7,*,55270,0.7,*,*,*,*,*,34910,42410,52840,66330,81230,True,,2011
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,642820,1.1,*,55780,0.5,*,*,*,*,*,35760,42900,53130,66460,81620,True,,2011
25-2023,"Career/Technical Education Teachers, Middle School",,16870,8.0,*,56100,0.9,*,*,*,*,*,36740,43600,54050,67110,78660,True,,2011
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,1004850,0.9,*,56760,0.5,*,*,*,*,*,35940,43540,54270,68150,84000,True,,2011
25-2032,"Career/Technical Education Teachers, Secondary School",,88210,2.1,*,56330,0.5,*,*,*,*,*,37130,44350,54660,67270,79200,True,,2011
25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,220220,1.1,*,56460,0.9,*,*,*,*,*,35170,42890,53440,67200,84320,True,,2011
25-2053,"Special Education Teachers, Middle School",,100590,1.7,*,58420,1.1,*,*,*,*,*,37370,44350,55000,69520,87230,True,,2011
25-2054,"Special Education Teachers, Secondary School",,132960,1.3,*,59080,1.0,*,*,*,*,*,37760,44860,55990,70790,88290,True,,2011
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,67770,3.0,24.69,51350,1.3,13.36,17.42,22.77,30.94,39.42,27790,36240,47370,64350,81990,,,2011
25-3021,Self-Enrichment Education Teachers,,169200,1.5,19.75,41070,0.8,8.96,11.93,17.36,25.17,34.26,18630,24800,36100,52350,71260,,,2011
25-3999,"Teachers and Instructors, All Other*",,827800,1.1,*,37260,1.8,*,*,*,*,*,17940,21730,29290,44410,66000,True,,2011
25-4011,Archivists,,5460,4.8,24.11,50140,1.6,12.99,17.32,22.48,29.12,38.99,27020,36030,46750,60580,81100,,,2011
25-4012,Curators,,10340,2.3,25.74,53540,1.0,12.78,17.38,23.46,32.22,42.01,26580,36150,48800,67030,87380,,,2011
25-4013,Museum Technicians and Conservators,,10470,2.4,20.41,42450,1.5,11.91,14.27,18.27,24.37,33.04,24780,29690,38010,50690,68710,,,2011
25-4021,Librarians,,145710,0.8,27.41,57020,0.4,16.08,21,26.59,33.3,40.8,33440,43690,55300,69260,84850,,,2011
25-4031,Library Technicians,,106560,1.4,15.42,32070,0.6,8.81,11.1,14.63,18.72,23.02,18320,23080,30430,38940,47890,,,2011
25-9011,Audio-Visual and Multimedia Collections Specialists,,8800,3.1,22.59,46990,1.2,11.62,16.04,21.43,28.42,35.34,24170,33370,44580,59120,73510,,,2011
25-9021,Farm and Home Management Advisors,,10500,7.4,22.84,47510,1.3,11.66,16.02,21.84,28.77,35.49,24260,33320,45430,59840,73820,,,2011
25-9031,Instructional Coordinators,,130230,1.1,29.67,61720,0.5,16.22,21.37,28.5,36.57,44.9,33740,44440,59280,76070,93400,,,2011
25-9041,Teacher Assistants,,1214090,0.6,*,25270,0.5,*,*,*,*,*,17090,19160,23580,29790,36560,True,,2011
25-9099,"Education, Training, and Library Workers, All Other",,103960,2.3,19.73,41040,1.5,9.32,11.94,17.29,24.79,34.55,19380,24830,35970,51560,71870,,,2011
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1725670,0.7,25.89,53850,0.7,9.38,13.77,20.98,31.77,45.42,19520,28640,43640,66080,94470,,,2011
27-1011,Art Directors,,30680,2.9,45.92,95500,1.2,21.21,28.13,39.07,56.39,80.11,44120,58520,81260,117290,166620,,,2011
27-1012,Craft Artists,,4810,5.9,15.51,32270,2.8,8.27,9.37,12.82,18.55,27.98,17210,19490,26650,38580,58200,,,2011
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,11830,6.3,25.67,53400,3.0,9.2,14.39,21.44,31.38,43.29,19150,29920,44600,65270,90050,,,2011
27-1014,Multimedia Artists and Animators,,28400,4.0,32.72,68060,1.5,16.73,22,29.25,39.84,52.58,34800,45750,60830,82860,109370,,,2011
27-1019,"Artists and Related Workers, All Other",,7250,5.1,29.58,61520,3.5,12.54,17.81,27.91,40.79,47.96,26090,37040,58040,84850,99750,,,2011
27-1021,Commercial and Industrial Designers,,28710,3.9,30.56,63570,1.1,16.6,21.57,29.21,38.28,46.02,34520,44870,60760,79620,95710,,,2011
27-1022,Fashion Designers,,16010,6.1,35.54,73930,1.7,15.72,21.4,31.1,43.3,61.45,32700,44500,64690,90060,127820,,,2011
27-1023,Floral Designers,,47180,1.7,12.19,25350,0.8,8.27,9.31,11.34,14.26,17.66,17200,19360,23600,29650,36740,,,2011
27-1024,Graphic Designers,,191550,1.0,23.41,48690,0.4,12.6,16.06,21.16,28.56,37.2,26210,33410,44010,59410,77370,,,2011
27-1025,Interior Designers,,40950,2.5,25.39,52810,1.0,12.36,16.98,22.9,31.71,41.55,25720,35320,47620,65960,86430,,,2011
27-1026,Merchandise Displayers and Window Trimmers,,67290,3.6,13.7,28500,0.8,8.42,9.82,12.59,16.27,20.73,17510,20430,26190,33850,43120,,,2011
27-1027,Set and Exhibit Designers,,8510,5.6,26.39,54890,2.5,12.16,15.91,23.31,33.72,44.02,25290,33100,48480,70150,91570,,,2011
27-1029,"Designers, All Other",,8070,5.5,24.83,51640,2.1,9.96,15.11,21.92,31.53,43.96,20720,31430,45590,65580,91440,,,2011
27-2011,Actors,,60830,16.2,33.82,*,7.0,8.79,11.37,19.14,36.96,#,*,*,*,*,*,,True,2011
27-2012,Producers and Directors,,82880,2.8,44.34,92220,2.1,15.39,21.83,33.97,55.78,#,32010,45400,70660,116020,#,,,2011
27-2021,Athletes and Sports Competitors,,12630,4.5,*,79830,5.2,*,*,*,*,*,17960,25060,39670,77790,#,True,,2011
27-2022,Coaches and Scouts,,193810,1.5,*,36340,0.9,*,*,*,*,*,17110,19080,28470,44370,65060,True,,2011
27-2023,"Umpires, Referees, and Other Sports Officials",,15630,4.0,*,29640,2.4,*,*,*,*,*,16910,18540,23190,34760,50190,True,,2011
27-2031,Dancers,,11240,8.2,19.53,*,6.6,8.5,9.37,15.06,23.39,33.49,*,*,*,*,*,,True,2011
27-2032,Choreographers,,10870,6.5,21.23,44160,2.4,9.23,12.76,19.04,27.89,35.61,19190,26540,39600,58010,74060,,,2011
27-2041,Music Directors and Composers,,25290,2.1,25.84,53760,1.9,10.67,17,22.8,29.9,41.24,22190,35370,47410,62180,85770,,,2011
27-2042,Musicians and Singers,,42530,3.1,31.74,*,3.7,8.63,12.34,22.99,40.71,66.01,*,*,*,*,*,,True,2011
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,17920,13.7,23.34,*,6.7,8.66,10.45,15.23,26.16,39.93,*,*,*,*,*,,True,2011
27-3011,Radio and Television Announcers,,31680,2.2,19.47,40510,1.7,8.24,9.31,13.12,20.26,35.75,17150,19360,27280,42150,74350,,,2011
27-3012,Public Address System and Other Announcers,,7770,6.4,19.17,39870,4.6,8.25,9.2,12.5,21.44,34.01,17170,19130,25990,44600,70740,,,2011
27-3021,Broadcast News Analysts,,5200,5.3,36.71,76370,2.7,13.55,17.48,26.79,42.7,76.7,28190,36350,55720,88830,159530,,,2011
27-3022,Reporters and Correspondents,,45270,2.2,20.98,43640,1.4,9.62,12.37,16.76,24.55,36.26,20000,25720,34870,51050,75420,,,2011
27-3031,Public Relations Specialists,,212510,1.0,29.04,60400,0.6,14.84,19.02,25.57,35.02,46.58,30860,39560,53190,72840,96880,,,2011
27-3041,Editors,,98990,1.5,29.08,60490,0.9,14.14,18.58,25.18,34.78,47.32,29400,38640,52380,72340,98430,,,2011
27-3042,Technical Writers,,45120,1.7,32.35,67280,0.7,18.27,23.52,31.06,39.68,49.16,37990,48920,64610,82530,102250,,,2011
27-3043,Writers and Authors,,40930,1.9,32.72,68060,1.6,13.55,19.03,26.86,38,55.64,28180,39580,55870,79050,115740,,,2011
27-3091,Interpreters and Translators,,47950,2.8,24.33,50610,2.0,11.4,15.4,21.23,29.89,42.31,23710,32020,44160,62170,88010,,,2011
27-3099,"Media and Communication Workers, All Other",,23610,5.1,25.34,52700,2.3,11.54,15.02,20.95,30.67,43.84,23990,31240,43580,63800,91180,,,2011
27-4011,Audio and Video Equipment Technicians,,49180,2.7,22.12,46010,1.1,11.2,14.98,20.01,27.59,36.63,23290,31150,41630,57400,76200,,,2011
27-4012,Broadcast Technicians,,30360,2.9,20.41,42450,2.5,8.86,11.14,17.58,26.26,35.89,18430,23170,36570,54620,74650,,,2011
27-4013,Radio Operators,,1220,9.9,21.73,45190,3.2,9.37,15.34,21.54,28.19,34.17,19490,31910,44810,58640,71080,,,2011
27-4014,Sound Engineering Technicians,,14930,4.2,26.98,56110,2.5,10.35,14.94,22.48,33.83,47.23,21520,31070,46750,70360,98240,,,2011
27-4021,Photographers,,54410,1.9,17.59,36580,1.5,8.39,9.75,13.88,21.32,31.5,17450,20270,28860,44340,65510,,,2011
27-4031,"Camera Operators, Television, Video, and Motion Picture",,16270,3.7,23.77,49430,2.5,9.51,13.26,19.31,28.57,42.23,19770,27590,40170,59430,87850,,,2011
27-4032,Film and Video Editors,,20730,6.2,32.06,66690,2.4,12.67,17.32,25.45,39.04,60.7,26350,36030,52940,81210,126250,,,2011
27-4099,"Media and Communication Equipment Workers, All Other",,14690,3.8,33.45,69570,1.2,13.65,22.09,33.25,43.44,52.84,28380,45940,69160,90350,109900,,,2011
29-0000,Healthcare Practitioners and Technical Occupations,major,7514980,0.3,34.97,72730,0.2,14.66,20.35,28.64,40.06,59.88,30500,42330,59570,83330,124550,,,2011
29-1011,Chiropractors,,27510,2.5,37.88,78780,1.8,14.96,22.01,31.76,46.43,68.55,31120,45770,66060,96570,142570,,,2011
29-1021,"Dentists, General",,90950,2.1,77.76,161750,1.4,35.81,49.08,68.62,#,#,74490,102090,142740,#,#,,,2011
29-1022,Oral and Maxillofacial Surgeons,,5800,10.9,104.51,217380,4.7,40.59,77.65,#,#,#,84420,161500,#,#,#,,,2011
29-1023,Orthodontists,,5040,8.7,98.4,204670,4.8,33.91,65.14,#,#,#,70530,135500,#,#,#,,,2011
29-1024,Prosthodontists,,560,39.4,62.89,130820,25.2,20,21.99,52.55,#,#,41590,45730,109300,#,#,,,2011
29-1029,"Dentists, All Other Specialists",,4850,8.0,80.77,168000,3.9,39.33,55.11,78.01,#,#,81810,114620,162260,#,#,,,2011
29-1031,Dietitians and Nutritionists,,56130,1.6,26.66,55460,0.6,16.49,21,26.19,32,36.73,34300,43670,54470,66560,76400,,,2011
29-1041,Optometrists,,27950,2.9,51.79,107720,1.6,24.85,34.56,45.53,59.68,88.45,51690,71880,94690,124120,183980,,,2011
29-1051,Pharmacists,,272320,0.7,53.92,112160,0.3,40.62,48.73,54.51,62.17,69.27,84490,101360,113390,129310,144090,,,2011
29-1061,Anesthesiologists,,33310,5.4,112.96,234950,2.1,68.75,#,#,#,#,143000,#,#,#,#,,,2011
29-1062,Family and General Practitioners,,101800,2.0,85.26,177330,0.9,41.77,61.07,80.29,#,#,86880,127020,167000,#,#,,,2011
29-1063,"Internists, General",,46740,3.3,90.97,189210,1.6,32.59,65.41,88.06,#,#,67780,136050,183170,#,#,,,2011
29-1064,Obstetricians and Gynecologists,,20540,4.1,105.1,218610,1.7,55.97,80.68,#,#,#,116420,167810,#,#,#,,,2011
29-1065,"Pediatricians, General",,29640,3.8,81.08,168650,1.5,41.27,58.82,76.04,#,#,85850,122340,158170,#,#,,,2011
29-1066,Psychiatrists,,23140,3.2,83.73,174170,1.6,32.43,59.13,81.9,#,#,67460,122980,170350,#,#,,,2011
29-1067,Surgeons,,42340,2.9,111.32,231550,1.3,56.44,#,#,#,#,117390,#,#,#,#,,,2011
29-1069,"Physicians and Surgeons, All Other",,305590,1.6,88.78,184650,1.0,26.53,53.86,#,#,#,55190,112020,#,#,#,,,2011
29-1071,Physician Assistants,,83540,1.8,43.01,89470,0.5,29.18,36.72,42.62,50.43,57.72,60690,76370,88660,104890,120060,,,2011
29-1081,Podiatrists,,9210,3.5,64.36,133870,1.8,26.77,40.37,57.33,80.95,#,55690,83970,119250,168390,#,,,2011
29-1111,Registered Nurses*,,2724570,0.5,33.23,69110,0.3,21.62,25.85,31.71,38.65,46.46,44970,53770,65950,80390,96630,,,2011
29-1122,Occupational Therapists,,103570,1.2,36.05,74970,0.4,24.03,29.58,35.49,42.69,50.17,49980,61520,73820,88790,104350,,,2011
29-1123,Physical Therapists,,185440,1.0,38.38,79830,0.3,26.3,31.66,37.63,44.14,53.21,54710,65860,78270,91810,110670,,,2011
29-1124,Radiation Therapists,,18380,5.2,38.14,79340,0.9,24.62,30.07,36.84,45.23,54.1,51210,62540,76630,94080,112540,,,2011
29-1125,Recreational Therapists,,19650,2.1,20.65,42940,0.6,12.32,15.5,19.74,25.27,31.27,25620,32250,41060,52560,65040,,,2011
29-1126,Respiratory Therapists,,113980,1.1,27.05,56260,0.2,19.55,22.63,26.56,31.29,35.77,40660,47070,55250,65080,74400,,,2011
29-1127,Speech-Language Pathologists,,117210,1.2,34.61,72000,0.5,21.28,26.33,33.22,41.72,51.22,44250,54760,69100,86770,106530,,,2011
29-1128,"Therapists, All Other*",,15720,4.0,25.43,52890,1.3,14.33,18.08,23.61,31.32,39.32,29800,37600,49120,65150,81780,,,2011
29-1131,Veterinarians,,55410,1.7,43.87,91250,1.0,24.27,31.47,39.86,51.16,68.11,50480,65450,82900,106420,141680,,,2011
29-1181,Audiologists,,12490,4.9,34.13,71000,1.4,20.67,26.48,32.88,40.16,48.66,43000,55080,68390,83540,101200,,,2011
29-1199,"Health Diagnosing and Treating Practitioners, All Other",,32300,1.9,40.24,83710,3.6,18.98,25.48,33.98,49.74,67.44,39480,52990,70690,103460,140260,,,2011
29-2011,Medical and Clinical Laboratory Technologists,,165220,1.0,27.94,58120,0.3,19.02,23.18,27.41,32.84,37.58,39550,48220,57010,68320,78160,,,2011
29-2012,Medical and Clinical Laboratory Technicians,,156860,1.2,18.73,38960,0.4,11.82,14.15,17.76,22.36,27.56,24580,29430,36950,46520,57330,,,2011
29-2021,Dental Hygienists,,184110,1.4,33.54,69760,0.6,22.12,27.38,33.31,40.05,45.6,46020,56950,69280,83310,94850,,,2011
29-2031,Cardiovascular Technologists and Technicians,,50410,1.5,25.08,52160,0.4,13.19,17.42,24.53,31.88,38.12,27430,36240,51020,66310,79290,,,2011
29-2032,Diagnostic Medical Sonographers,,54760,1.6,31.63,65800,0.4,21.61,25.88,31.35,36.57,43.58,44950,53830,65210,76060,90640,,,2011
29-2033,Nuclear Medicine Technologists,,21200,2.2,33.64,69960,0.5,23.87,28.18,33.39,39.41,44.69,49640,58600,69450,81970,92960,,,2011
29-2037,Radiologic Technologists and Technicians*,,220540,0.9,27.29,56760,0.5,17.96,21.59,26.5,32.31,37.39,37360,44910,55120,67210,77760,,,2011
29-2041,Emergency Medical Technicians and Paramedics,,229340,1.2,16.36,34030,1.1,9.56,11.74,14.77,19.44,25.5,19880,24420,30710,40440,53050,,,2011
29-2051,Dietetic Technicians,,23490,2.7,14.04,29200,0.9,8.68,10.12,12.85,17.08,21.46,18060,21060,26730,35530,44630,,,2011
29-2052,Pharmacy Technicians,,343550,0.8,14.43,30020,0.3,9.76,11.51,13.91,17.03,20.13,20310,23940,28940,35420,41880,,,2011
29-2053,Psychiatric Technicians,,69840,1.2,15.08,31370,1.7,7.54,10.46,13.69,18.09,24.61,15680,21760,28470,37630,51200,,,2011
29-2054,Respiratory Therapy Technicians,,13940,2.1,22.76,47330,0.5,14.79,18.23,22.28,27.27,32.41,30770,37910,46350,56730,67400,,,2011
29-2055,Surgical Technologists,,94490,1.3,20.41,42460,0.3,13.87,16.32,19.69,23.42,28.44,28860,33950,40950,48710,59150,,,2011
29-2056,Veterinary Technologists and Technicians,,78800,2.1,15.18,31570,0.6,10.04,12.02,14.49,17.62,21.51,20880,25010,30140,36660,44740,,,2011
29-2061,Licensed Practical and Licensed Vocational Nurses,,729140,0.6,20.21,42040,0.2,14.74,16.67,19.79,23.04,27.44,30650,34670,41150,47920,57080,,,2011
29-2071,Medical Records and Health Information Technicians,,180280,0.9,17.27,35920,0.4,10.42,12.64,16.01,20.87,26.53,21680,26280,33310,43410,55170,,,2011
29-2081,"Opticians, Dispensing",,60680,2.2,16.7,34750,0.7,10.06,12.4,15.91,20.28,24.82,20920,25800,33100,42170,51620,,,2011
29-2091,Orthotists and Prosthetists,,6860,5.0,34.13,71000,1.7,16.62,21.98,31.37,42.04,54.17,34580,45720,65250,87440,112680,,,2011
29-2799,"Health Technologists and Technicians, All Other*",,103120,1.6,20.11,41830,0.4,12.28,14.83,18.31,23.99,30.06,25540,30840,38080,49890,62530,,,2011
29-9011,Occupational Health and Safety Specialists,,57950,1.2,32.37,67340,0.4,19.12,24.38,31.86,39.69,46.17,39770,50710,66270,82560,96030,,,2011
29-9012,Occupational Health and Safety Technicians,,11090,2.6,23.19,48240,0.9,13.23,16.96,22.13,28.34,35.27,27520,35270,46030,58940,73360,,,2011
29-9091,Athletic Trainers,,18240,2.6,*,44640,1.0,*,*,*,*,*,26170,34110,42400,52490,65970,True,,2011
29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,55450,2.5,25.64,53330,1.3,11.99,15.08,21.61,33.5,45.89,24930,31370,44950,69670,95460,,,2011
31-0000,Healthcare Support Occupations,major,3954070,0.3,13.16,27370,0.2,8.5,9.89,12.08,15.38,19.14,17670,20570,25140,31980,39800,,,2011
31-1011,Home Health Aides,,924650,1.0,10.49,21820,0.4,7.89,8.63,9.91,11.52,14.2,16410,17940,20610,23950,29530,,,2011
31-1012,"Nursing Aides, Orderlies, and Attendants*",,1466700,0.5,12.22,25420,0.2,8.68,9.98,11.63,14.07,16.91,18060,20770,24190,29270,35170,,,2011
31-1013,Psychiatric Aides,,71570,2.2,13.11,27270,1.2,8.17,9.8,12.1,15.68,20.06,17000,20380,25170,32620,41720,,,2011
31-2011,Occupational Therapy Assistants,,29130,2.1,25.07,52150,0.6,16.22,20.28,25.02,29.67,34.6,33750,42180,52040,61710,71960,,,2011
31-2012,Occupational Therapy Aides,,7090,4.2,15.28,31770,1.6,8.99,10.66,13.56,18.04,24.73,18700,22180,28200,37520,51430,,,2011
31-2021,Physical Therapist Assistants,,67550,1.4,24.57,51110,0.4,15.4,19.87,24.54,28.96,34.23,32030,41320,51040,60250,71200,,,2011
31-2022,Physical Therapist Aides,,47640,2.0,12.11,25190,0.7,8.26,9.55,11.39,13.87,16.99,17180,19860,23680,28850,35340,,,2011
31-9011,Massage Therapists,,63810,2.8,19.19,39920,1.2,8.8,11.93,17.23,24.38,33.21,18300,24810,35830,50710,69070,,,2011
31-9091,Dental Assistants,,296810,0.9,16.7,34740,0.5,11.1,13.44,16.42,19.62,22.8,23080,27950,34140,40820,47420,,,2011
31-9092,Medical Assistants,,539220,0.8,14.51,30170,0.3,10.04,11.86,13.99,16.87,19.62,20880,24670,29100,35080,40810,,,2011
31-9093,Medical Equipment Preparers,,49560,1.7,14.99,31180,0.4,9.85,11.92,14.45,17.5,21.12,20480,24800,30050,36400,43940,,,2011
31-9094,Medical Transcriptionists,,76570,1.7,16.37,34050,0.5,10.58,13.09,16.1,19.14,22.44,22010,27240,33480,39820,46680,,,2011
31-9095,Pharmacy Aides,,45130,3.3,11.23,23350,1.0,8.08,8.95,10.56,12.95,15.76,16810,18620,21970,26930,32790,,,2011
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,72530,2.6,11.75,24430,0.7,8.16,9.14,10.98,13.64,16.81,16970,19010,22830,28370,34970,,,2011
31-9799,"Healthcare Support Workers, All Other*",,196100,1.2,15.5,32240,0.4,9.94,12.03,14.8,18.19,22.03,20670,25020,30790,37840,45830,,,2011
33-0000,Protective Service Occupations,major,3202500,0.4,20.54,42730,0.6,9.08,11.77,17.66,26.82,36.01,18880,24480,36740,55790,74900,,,2011
33-1011,First-Line Supervisors of Correctional Officers,,40980,0.6,28.26,58780,0.6,17.96,20.18,26.46,34.29,43.31,37350,41970,55030,71320,90090,,,2011
33-1012,First-Line Supervisors of Police and Detectives,,102040,0.7,39.06,81250,0.7,22.45,28.93,37.45,47.01,60.64,46700,60170,77890,97780,126130,,,2011
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,58210,1.4,34.62,72020,0.9,19.47,25.76,33.42,42.61,52.77,40510,53590,69510,88630,109770,,,2011
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,55910,1.6,23.37,48620,0.6,12.65,16.53,22.32,28.2,35.81,26320,34390,46420,58650,74480,,,2011
33-2011,Firefighters,,304080,1.0,22.94,47720,1.0,10.81,15.24,21.84,28.9,36.31,22480,31690,45420,60120,75520,,,2011
