23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",,14310,0.4,43.14,89740,0.6,19.26,27.74,41.11,55.4,75.67,40050,57690,85500,115230,157400,,,2010
23-1022,"Arbitrators, Mediators, and Conciliators",,6920,4.6,31.95,66460,3.6,14.69,18.98,26.83,40.09,55.63,30560,39470,55800,83380,115720,,,2010
23-1023,"Judges, Magistrate Judges, and Magistrates",,25900,0.7,50.67,105390,0.9,16.44,28.53,57.34,68.59,#,34190,59340,119270,142670,#,,,2010
23-2011,Paralegals and Legal Assistants*,,247940,1.3,23.87,49640,0.5,14.16,17.42,22.44,28.8,36,29460,36230,46680,59910,74870,,,2010
23-2091,Court Reporters,,18430,3.1,25.61,53270,1.7,12.36,16.84,22.93,33.24,43.89,25710,35030,47700,69140,91280,,,2010
23-2093,"Title Examiners, Abstractors, and Searchers",,50490,3.9,20.85,43370,1.2,11.79,14.69,18.75,25.03,33.11,24530,30560,38990,52060,68870,,,2010
23-2099,"Legal Support Workers, All Other",,42160,2.1,28.51,59310,5.5,14.78,19.09,24.91,34.73,47.66,30740,39710,51800,72240,99140,,,2010
25-0000,"Education, Training, and Library Occupations",major,8457870,0.3,24.25,50440,0.5,9.94,14.73,21.97,30.31,40.42,20680,30630,45690,63050,84080,,,2010
25-1011,"Business Teachers, Postsecondary",,79070,1.6,*,85470,1.4,*,*,*,*,*,34650,49420,73760,108380,152310,True,,2010
25-1021,"Computer Science Teachers, Postsecondary",,33080,1.6,*,78190,1.0,*,*,*,*,*,36180,50750,70300,98840,133180,True,,2010
25-1022,"Mathematical Science Teachers, Postsecondary",,51980,1.3,*,73480,1.0,*,*,*,*,*,35210,48020,65710,90710,125760,True,,2010
25-1031,"Architecture Teachers, Postsecondary",,7620,5.5,*,79300,1.7,*,*,*,*,*,41780,56250,73500,95730,125690,True,,2010
25-1032,"Engineering Teachers, Postsecondary",,34400,3.3,*,96480,1.3,*,*,*,*,*,45760,66650,89670,120000,153840,True,,2010
25-1041,"Agricultural Sciences Teachers, Postsecondary",,10600,3.3,*,81760,1.4,*,*,*,*,*,41630,56840,78370,102590,129360,True,,2010
25-1042,"Biological Science Teachers, Postsecondary",,54540,3.8,*,86570,2.8,*,*,*,*,*,40380,52520,72700,104020,153540,True,,2010
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",,2410,4.4,*,81120,2.1,*,*,*,*,*,43430,55840,78290,99120,128410,True,,2010
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,10680,3.2,*,90660,1.4,*,*,*,*,*,43980,60040,82840,113920,148970,True,,2010
25-1052,"Chemistry Teachers, Postsecondary",,21150,2.4,*,80070,0.9,*,*,*,*,*,40970,53130,70520,95800,133540,True,,2010
25-1053,"Environmental Science Teachers, Postsecondary",,5090,4.4,*,78490,2.0,*,*,*,*,*,36680,51320,71020,100310,131080,True,,2010
25-1054,"Physics Teachers, Postsecondary",,13500,2.2,*,86560,1.2,*,*,*,*,*,43150,56780,77610,107340,143080,True,,2010
25-1061,"Anthropology and Archeology Teachers, Postsecondary",,5850,2.4,*,80040,1.1,*,*,*,*,*,41320,55870,73600,96350,128690,True,,2010
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,8980,2.5,*,76720,2.2,*,*,*,*,*,35990,50120,68020,93570,131500,True,,2010
25-1063,"Economics Teachers, Postsecondary",,13020,1.6,*,92870,1.4,*,*,*,*,*,41260,60290,83370,113670,153100,True,,2010
25-1064,"Geography Teachers, Postsecondary",,4250,3.1,*,71230,0.9,*,*,*,*,*,38660,50590,66700,86840,113470,True,,2010
25-1065,"Political Science Teachers, Postsecondary",,15930,2.3,*,78620,1.2,*,*,*,*,*,36040,51050,70540,95670,132180,True,,2010
25-1066,"Psychology Teachers, Postsecondary",,34350,1.6,*,74320,0.8,*,*,*,*,*,35850,49940,67330,90620,121950,True,,2010
25-1067,"Sociology Teachers, Postsecondary",,17430,1.7,*,71830,1.0,*,*,*,*,*,35400,48060,64810,87400,119940,True,,2010
25-1069,"Social Sciences Teachers, Postsecondary, All Other",,7410,4.2,*,85400,2.2,*,*,*,*,*,41880,55400,73270,104090,151840,True,,2010
25-1071,"Health Specialties Teachers, Postsecondary",,144780,2.7,*,103960,2.2,*,*,*,*,*,40320,55930,85270,135660,#,True,,2010
25-1072,"Nursing Instructors and Teachers, Postsecondary",,54050,1.9,*,66010,0.6,*,*,*,*,*,38650,49340,62390,79070,99660,True,,2010
25-1081,"Education Teachers, Postsecondary",,61450,2.3,*,64370,0.8,*,*,*,*,*,32510,43930,59140,78180,103870,True,,2010
25-1082,"Library Science Teachers, Postsecondary",,4370,3.5,*,66950,1.3,*,*,*,*,*,40350,49890,62720,80960,101080,True,,2010
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,13860,2.7,*,65590,1.1,*,*,*,*,*,33490,45070,59520,79130,108980,True,,2010
25-1112,"Law Teachers, Postsecondary",,14620,4.1,*,107990,3.7,*,*,*,*,*,32980,57060,94260,145990,#,True,,2010
25-1113,"Social Work Teachers, Postsecondary",,9370,3.9,*,68630,1.2,*,*,*,*,*,35610,48890,63090,83190,109360,True,,2010
25-1121,"Art, Drama, and Music Teachers, Postsecondary",,86860,1.7,*,70850,1.5,*,*,*,*,*,33170,45010,62040,85330,120800,True,,2010
25-1122,"Communications Teachers, Postsecondary",,28590,2.0,*,67820,1.2,*,*,*,*,*,33480,45010,60300,82950,112620,True,,2010
25-1123,"English Language and Literature Teachers, Postsecondary",,69880,1.3,*,67920,0.9,*,*,*,*,*,32880,43770,60400,83600,113590,True,,2010
25-1124,"Foreign Language and Literature Teachers, Postsecondary",,28100,2.5,*,66520,1.1,*,*,*,*,*,33780,43960,59080,80710,110840,True,,2010
25-1125,"History Teachers, Postsecondary",,23240,1.5,*,70860,0.9,*,*,*,*,*,33510,47450,64880,86900,116440,True,,2010
25-1126,"Philosophy and Religion Teachers, Postsecondary",,21250,2.2,*,69150,0.9,*,*,*,*,*,33420,46110,62330,84040,114380,True,,2010
25-1191,Graduate Teaching Assistants,,107790,2.0,*,34660,1.8,*,*,*,*,*,17430,23480,32750,43050,54020,True,,2010
25-1192,"Home Economics Teachers, Postsecondary",,5910,8.1,*,69060,1.7,*,*,*,*,*,32140,43880,65040,89280,115740,True,,2010
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,17720,2.0,*,63760,1.0,*,*,*,*,*,28820,40910,57650,80450,109770,True,,2010
25-1194,"Vocational Education Teachers, Postsecondary",,120290,1.6,25.38,52790,0.8,13.37,17.29,23.18,31.1,40.64,27810,35950,48210,64690,84530,,,2010
25-1199,"Postsecondary Teachers, All Other",,183160,3.4,*,71280,2.1,*,*,*,*,*,30320,42680,59900,88380,129000,True,,2010
25-2011,"Preschool Teachers, Except Special Education",,369380,1.3,14.04,29200,1.2,8.27,9.65,12.35,16.55,22.52,17200,20080,25700,34420,46830,,,2010
25-2012,"Kindergarten Teachers, Except Special Education",,173330,1.3,*,51550,1.1,*,*,*,*,*,31720,39250,48800,62050,76490,True,,2010
25-2021,"Elementary School Teachers, Except Special Education",,1485600,0.6,*,54330,0.8,*,*,*,*,*,34390,41750,51660,64890,80140,True,,2010
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,655090,1.2,*,54880,0.6,*,*,*,*,*,34990,42070,51960,65450,80940,True,,2010
25-2023,"Career/Technical Education Teachers, Middle School",,14600,3.9,*,54160,0.9,*,*,*,*,*,34860,42150,51470,65000,78160,True,,2010
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,1053140,1.0,*,55990,0.6,*,*,*,*,*,35020,42670,53230,67210,83230,True,,2010
25-2032,"Career/Technical Education Teachers, Secondary School",,91690,2.1,*,56010,0.6,*,*,*,*,*,36300,43810,54310,66780,80050,True,,2010
25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,226920,1.1,*,55220,0.9,*,*,*,*,*,34690,42200,52250,65730,81650,True,,2010
25-2053,"Special Education Teachers, Middle School",,100510,2.0,*,56500,1.1,*,*,*,*,*,36360,43340,53440,66680,82860,True,,2010
25-2054,"Special Education Teachers, Secondary School",,141420,1.8,*,58080,1.1,*,*,*,*,*,36630,43960,54810,69860,86380,True,,2010
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,68510,2.1,24.56,51080,1.8,13.02,17.04,22.37,30.47,40.18,27090,35440,46530,63380,83580,,,2010
25-3021,Self-Enrichment Education Teachers,,160990,1.6,19.81,41210,0.9,9.03,12.3,17.47,25.26,33.92,18790,25580,36340,52550,70550,,,2010
25-3999,"Teachers and Instructors, All Other*",,710230,1.2,*,38940,2.4,*,*,*,*,*,17740,21790,29820,45730,70090,True,,2010
25-4011,Archivists,,5030,3.5,23.65,49190,1.6,12.25,16.5,21.73,29.19,38.78,25480,34320,45200,60700,80650,,,2010
25-4012,Curators,,10550,2.7,25.56,53160,1.0,13.29,17.25,23.29,31.81,41.56,27640,35890,48450,66170,86450,,,2010
25-4013,Museum Technicians and Conservators,,10390,2.3,20.16,41940,1.5,11.75,13.91,17.94,24.15,32.81,24440,28930,37310,50220,68250,,,2010
25-4021,Librarians,,148240,0.7,27.09,56360,0.4,16.15,20.86,26.2,32.63,40.15,33590,43390,54500,67860,83510,,,2010
25-4031,Library Technicians,,109240,1.3,15.1,31410,0.6,8.64,10.93,14.36,18.34,22.59,17970,22730,29860,38140,46980,,,2010
25-9011,Audio-Visual and Multimedia Collections Specialists,,7740,2.7,22.07,45910,1.5,11.33,15.48,20.53,27.75,35.25,23570,32190,42710,57730,73310,,,2010
25-9021,Farm and Home Management Advisors,,10670,6.6,22.9,47640,1.4,11.2,15.96,21.89,28.78,35.66,23290,33200,45520,59870,74170,,,2010
25-9031,Instructional Coordinators,,128780,1.1,29.46,61270,0.6,16.1,21.12,28.28,36.52,44.75,33490,43930,58830,75970,93080,,,2010
25-9041,Teacher Assistants,,1249380,0.6,*,24880,0.6,*,*,*,*,*,16510,18770,23220,29400,36130,True,,2010
25-9099,"Education, Training, and Library Workers, All Other",,99820,2.6,20.63,42900,1.5,9.4,12.77,18.07,25.55,35.37,19560,26560,37590,53140,73560,,,2010
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1716640,0.5,25.14,52290,0.5,9.37,13.68,20.61,30.94,44.12,19480,28450,42870,64350,91770,,,2010
27-1011,Art Directors,,29700,2.3,45.24,94100,1.5,20.59,27.87,38.77,55.39,78.57,42840,57970,80630,115210,163430,,,2010
27-1012,Craft Artists,,4790,6.1,15.39,32010,2.5,7.98,9.31,12.95,18.37,26.72,16590,19370,26930,38210,55580,,,2010
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,10320,6.4,25.52,53080,2.9,9.22,14.15,21.56,31.45,43.14,19190,29440,44850,65420,89720,,,2010
27-1014,Multimedia Artists and Animators,,26560,4.6,30.5,63440,1.0,16.27,21.16,28.13,37.44,48,33840,44020,58510,77870,99830,,,2010
27-1019,"Artists and Related Workers, All Other",,7560,4.8,29.69,61760,2.8,13.81,18.38,28.29,39.6,47.28,28730,38230,58840,82360,98340,,,2010
27-1021,Commercial and Industrial Designers,,28670,3.8,29.76,61890,1.2,15.96,20.73,27.99,37.23,45.32,33190,43120,58230,77430,94270,,,2010
27-1022,Fashion Designers,,15060,5.8,35.79,74440,1.7,15.63,21.23,31.02,43.55,62.93,32500,44150,64530,90590,130890,,,2010
27-1023,Floral Designers,,47850,1.8,12.04,25030,0.8,8.14,9.25,11.35,14.08,17.23,16940,19240,23610,29290,35840,,,2010
27-1024,Graphic Designers,,192240,0.9,23.14,48140,0.4,12.6,15.96,20.92,28.17,36.98,26200,33200,43500,58600,76910,,,2010
27-1025,Interior Designers,,40120,2.4,25.05,52100,1.0,12.68,16.96,22.25,31.09,40.82,26380,35280,46280,64670,84900,,,2010
27-1026,Merchandise Displayers and Window Trimmers,,64330,2.8,13.69,28480,0.9,8.37,9.93,12.48,16.11,20.63,17410,20650,25960,33510,42910,,,2010
27-1027,Set and Exhibit Designers,,8120,5.0,24.81,51600,1.5,12.3,15.51,22.44,32.11,40.47,25580,32260,46680,66800,84180,,,2010
27-1029,"Designers, All Other",,8560,4.7,24.25,50440,1.8,10.25,14.96,21.7,31,41.2,21310,31120,45130,64480,85700,,,2010
27-2011,Actors,,54740,13.5,28.44,*,4.5,8.58,10.78,17.44,30.19,64.04,*,*,*,*,*,,True,2010
27-2012,Producers and Directors,,83520,2.8,42.6,88610,2.2,15.45,21.86,32.9,53.71,#,32140,45470,68440,111720,#,,,2010
27-2021,Athletes and Sports Competitors,,12660,6.4,*,87340,5.4,*,*,*,*,*,17120,25000,43740,106060,#,True,,2010
27-2022,Coaches and Scouts,,184280,1.4,*,35950,0.8,*,*,*,*,*,16380,18800,28340,43930,63720,True,,2010
27-2023,"Umpires, Referees, and Other Sports Officials",,15250,4.2,*,28900,1.9,*,*,*,*,*,16310,18180,22840,34100,50350,True,,2010
27-2031,Dancers,,11200,6.5,16.55,*,3.2,7.79,8.83,13.16,21.48,30.43,*,*,*,*,*,,True,2010
27-2032,Choreographers,,12390,6.3,20.25,42110,2.3,8.93,12.01,18.11,26.79,34.22,18570,24980,37660,55720,71180,,,2010
27-2041,Music Directors and Composers,,20640,2.2,25.36,52750,2.4,10.44,16.21,22.1,29.68,40.88,21720,33720,45970,61740,85020,,,2010
27-2042,Musicians and Singers,,43350,3.2,30.22,*,3.3,8.5,12.94,22.39,39.54,60.02,*,*,*,*,*,,True,2010
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,23510,10.3,18.6,*,2.8,8.69,10.35,14.34,22.03,33.27,*,*,*,*,*,,True,2010
27-3011,Radio and Television Announcers,,32520,2.1,19.19,39910,1.8,7.98,9.21,12.91,20.01,34.86,16590,19150,26850,41610,72500,,,2010
27-3012,Public Address System and Other Announcers,,7580,5.8,18.19,37840,3.9,8.14,9.2,13.42,22.63,33.71,16940,19140,27910,47080,70120,,,2010
27-3021,Broadcast News Analysts,,5670,5.6,34.96,72710,2.6,13.25,17.09,26.03,40.65,70.3,27560,35550,54140,84560,146230,,,2010
27-3022,Reporters and Correspondents,,45130,2.2,21.05,43780,1.4,9.6,12.27,16.6,24.74,36.17,19970,25520,34530,51450,75230,,,2010
27-3031,Public Relations Specialists,,225590,0.9,28.44,59150,0.5,14.69,18.73,25.05,34.53,45.77,30560,38960,52090,71820,95200,,,2010
27-3041,Editors,,99160,1.6,28.53,59340,0.9,13.89,18.26,24.75,34.44,46.54,28880,37980,51470,71640,96800,,,2010
27-3042,Technical Writers,,43990,1.8,31.85,66240,0.8,17.86,23.06,30.42,39,48.51,37160,47970,63280,81110,100910,,,2010
27-3043,Writers and Authors,,40980,1.9,31.71,65960,1.3,13.76,18.91,26.64,37.29,52.62,28610,39330,55420,77560,109440,,,2010
27-3091,Interpreters and Translators,,44200,2.5,23.94,49790,2.3,11.03,15.2,20.82,29.39,41.55,22950,31610,43300,61130,86410,,,2010
27-3099,"Media and Communication Workers, All Other",,23740,4.2,24.27,50490,1.8,11.29,14.87,20.72,29.68,41.17,23480,30930,43090,61720,85630,,,2010
27-4011,Audio and Video Equipment Technicians,,47510,3.2,21.38,44460,1.1,11,14.52,19.49,26.94,35.53,22880,30200,40540,56030,73900,,,2010
27-4012,Broadcast Technicians,,30520,3.0,19.79,41170,2.4,8.76,11.1,16.89,25.2,34.78,18220,23100,35120,52410,72350,,,2010
27-4013,Radio Operators,,920,7.3,21.4,44510,2.3,10.24,15.29,21.46,27.05,33.29,21290,31810,44630,56260,69250,,,2010
27-4014,Sound Engineering Technicians,,15650,4.5,25.98,54030,2.2,10.84,15.29,22.63,31.53,44.52,22550,31790,47080,65590,92600,,,2010
27-4021,Photographers,,54550,1.8,17.3,35980,1.3,8.34,9.96,14,21.01,30.48,17350,20710,29130,43700,63400,,,2010
27-4031,"Camera Operators, Television, Video, and Motion Picture",,16760,3.9,23.29,48450,2.8,9.76,13.58,19.42,28.06,39.07,20300,28240,40390,58360,81270,,,2010
27-4032,Film and Video Editors,,19930,5.5,29.75,61890,2.3,12.48,16.88,24.49,35.8,53.78,25960,35120,50930,74470,111860,,,2010
27-4099,"Media and Communication Equipment Workers, All Other",,16820,3.9,30.54,63530,1.4,12.6,18.11,29.65,40.79,50.21,26220,37670,61680,84850,104430,,,2010
29-0000,Healthcare Practitioners and Technical Occupations,major,7346580,0.3,34.27,71280,0.2,14.34,19.97,28.12,39.17,58.7,29830,41530,58490,81470,122100,,,2010
29-1011,Chiropractors,,26250,2.4,38.38,79820,1.7,15.51,23.04,32.31,46.09,69.07,32270,47930,67200,95870,143670,,,2010
29-1021,"Dentists, General",,87700,2.3,76.33,158770,1.4,34.32,48.39,67.81,#,#,71390,100650,141040,#,#,,,2010
29-1022,Oral and Maxillofacial Surgeons,,5330,9.7,102.94,214120,4.9,47.12,75.39,#,#,#,98000,156810,#,#,#,,,2010
29-1023,Orthodontists,,5580,9.3,96.29,200290,4.7,34.85,64.45,#,#,#,72490,134050,#,#,#,,,2010
29-1024,Prosthodontists,,670,34.7,67.12,139620,22.6,19.89,22.19,56.92,#,#,41370,46160,118400,#,#,,,2010
29-1029,"Dentists, All Other Specialists",,5010,8.2,77.98,162190,4.4,28.27,51.61,77.41,#,#,58790,107350,161020,#,#,,,2010
29-1031,Dietitians and Nutritionists,,53510,1.6,26.13,54340,0.6,16.03,20.57,25.6,31.17,36.29,33330,42790,53250,64830,75480,,,2010
29-1041,Optometrists,,26480,2.6,51.32,106750,1.4,23.86,34.44,45.67,59.91,#,49630,71630,94990,124610,#,,,2010
29-1051,Pharmacists,,268030,0.8,52.59,109380,0.3,39.47,47.5,53.64,60.45,66.64,82090,98810,111570,125740,138620,,,2010
29-1061,Anesthesiologists,,34820,5.0,105.82,220100,2.2,58.01,#,#,#,#,120660,#,#,#,#,,,2010
29-1062,Family and General Practitioners,,97820,2.2,83.59,173860,0.9,41.64,60.48,78.61,#,#,86600,125800,163510,#,#,,,2010
29-1063,"Internists, General",,50070,3.6,91.1,189480,1.6,42.1,65.88,#,#,#,87570,137030,#,#,#,,,2010
29-1064,Obstetricians and Gynecologists,,19940,3.7,101.13,210340,1.6,48.62,76.18,#,#,#,101130,158450,#,#,#,,,2010
29-1065,"Pediatricians, General",,30100,3.8,79.67,165720,1.6,41.51,56.51,74.7,#,#,86340,117550,155370,#,#,,,2010
29-1066,Psychiatrists,,22690,3.5,80.58,167610,1.5,31.51,54.3,78.95,#,#,65530,112950,164220,#,#,,,2010
29-1067,Surgeons,,43230,2.9,108.36,225390,1.3,55.72,#,#,#,#,115910,#,#,#,#,,,2010
29-1069,"Physicians and Surgeons, All Other",,293740,1.7,86.96,180870,1.0,25.73,53.77,#,#,#,53510,111830,#,#,#,,,2010
29-1071,Physician Assistants,,81420,1.9,41.89,87140,0.5,27.62,35.12,41.54,48.89,56.6,57450,73040,86410,101690,117720,,,2010
29-1081,Podiatrists,,9310,3.0,64.14,133410,1.9,24.11,38.72,56.75,#,#,50150,80540,118030,#,#,,,2010
29-1111,Registered Nurses*,,2655020,0.5,32.56,67720,0.3,21.24,25.47,31.1,37.99,45.74,44190,52980,64690,79020,95130,,,2010
29-1122,Occupational Therapists,,100300,1.3,35.28,73380,0.4,23.52,28.84,34.77,41.79,49.29,48920,60000,72320,86930,102520,,,2010
29-1123,Physical Therapists,,180280,1.0,37.5,77990,0.3,25.78,30.88,36.69,43.44,51.89,53620,64230,76310,90350,107920,,,2010
29-1124,Radiation Therapists,,16590,4.3,37.64,78290,0.9,24.49,29.73,36.05,44.03,53.15,50950,61850,74980,91590,110550,,,2010
29-1125,Recreational Therapists,,20830,1.8,19.92,41440,0.6,11.85,14.86,18.95,24.38,30.13,24640,30910,39410,50700,62670,,,2010
29-1126,Respiratory Therapists,,109270,1.0,26.54,55200,0.3,19.22,22.19,26.1,30.54,35.29,39990,46160,54280,63510,73410,,,2010
29-1127,Speech-Language Pathologists,,112530,1.1,33.6,69880,0.4,20.66,25.59,32.17,40.51,49.82,42970,53230,66920,84250,103630,,,2010
29-1128,"Therapists, All Other*",,16170,4.0,24.99,51980,1.3,13.93,17.69,23.05,30.81,38.91,28970,36790,47950,64090,80930,,,2010
29-1131,Veterinarians,,54480,2.3,44.51,92570,1.2,24,30.96,39.44,51.53,69.82,49910,64390,82040,107190,145230,,,2010
29-1181,Audiologists,,12860,4.8,33.58,69840,1.3,20.48,26,32.05,39.72,49.14,42590,54080,66660,82620,102210,,,2010
29-1199,"Health Diagnosing and Treating Practitioners, All Other",,31390,1.9,39.34,81830,1.9,18.5,25.19,33.32,48.38,65.75,38480,52400,69310,100640,136770,,,2010
29-2011,Medical and Clinical Laboratory Technologists,,164430,1.1,27.34,56870,0.3,18.66,22.66,26.98,31.91,36.91,38810,47130,56130,66370,76780,,,2010
29-2012,Medical and Clinical Laboratory Technicians,,156480,1.3,18.36,38190,0.4,11.64,13.92,17.44,21.97,26.94,24210,28950,36280,45690,56040,,,2010
29-2021,Dental Hygienists,,177520,1.3,33.02,68680,0.6,21.64,26.89,32.81,39.1,45.11,45000,55930,68250,81340,93820,,,2010
29-2031,Cardiovascular Technologists and Technicians,,48720,1.4,24.38,50720,0.5,12.79,16.7,23.75,30.86,37.03,26610,34750,49410,64190,77020,,,2010
29-2032,Diagnostic Medical Sonographers,,53010,1.5,31.2,64900,0.4,21.59,25.87,30.95,36.2,42.54,44900,53810,64380,75290,88490,,,2010
29-2033,Nuclear Medicine Technologists,,21600,2.2,33.2,69050,0.5,23.62,27.81,32.96,38.71,44.21,49130,57840,68560,80520,91970,,,2010
29-2037,Radiologic Technologists and Technicians*,,216730,0.9,26.8,55730,0.6,17.55,21.25,26.13,31.53,36.95,36510,44200,54340,65590,76850,,,2010
29-2041,Emergency Medical Technicians and Paramedics,,221760,1.3,16.01,33300,0.7,9.48,11.57,14.6,19.03,24.7,19710,24070,30360,39590,51370,,,2010
29-2051,Dietetic Technicians,,23890,2.6,13.86,28820,0.7,8.6,10.09,13.01,16.95,20.67,17900,20980,27060,35260,43000,,,2010
29-2052,Pharmacy Technicians,,333500,0.8,14.1,29330,0.3,9.54,11.24,13.65,16.62,19.57,19840,23370,28400,34560,40710,,,2010
29-2053,Psychiatric Technicians,,72650,1.7,15.15,31520,1.7,8.86,10.72,13.8,18.02,24.25,18420,22290,28710,37470,50430,,,2010
29-2054,Respiratory Therapy Technicians,,13570,2.1,22.28,46340,0.5,14.25,17.65,21.74,26.68,31.7,29630,36720,45210,55490,65930,,,2010
29-2055,Surgical Technologists,,92260,1.3,19.86,41310,0.4,13.51,16.06,19.19,22.87,27.56,28100,33400,39920,47570,57330,,,2010
29-2056,Veterinary Technologists and Technicians,,79870,2.2,14.92,31030,0.6,9.85,11.77,14.28,17.45,21.17,20500,24480,29710,36300,44030,,,2010
29-2061,Licensed Practical and Licensed Vocational Nurses,,730290,0.6,19.88,41360,0.2,14.27,16.47,19.42,22.79,26.93,29680,34260,40380,47400,56010,,,2010
29-2071,Medical Records and Health Information Technicians,,176090,0.9,16.83,35010,0.4,10.21,12.29,15.55,20.27,25.69,21240,25570,32350,42170,53430,,,2010
29-2081,"Opticians, Dispensing",,62200,2.3,16.73,34800,0.8,10.13,12.52,15.84,20.17,24.41,21070,26040,32940,41960,50780,,,2010
29-2091,Orthotists and Prosthetists,,5940,5.1,33.14,68930,1.7,16.2,21.58,31.28,41.24,51.34,33690,44890,65060,85770,106800,,,2010
29-2799,"Health Technologists and Technicians, All Other*",,87900,1.8,20.31,42240,0.5,12.3,14.84,18.49,24.5,31.04,25590,30860,38460,50970,64560,,,2010
29-9011,Occupational Health and Safety Specialists,,54680,1.1,31.54,65610,0.4,18.64,23.76,31.09,38.67,45.28,38780,49410,64660,80430,94180,,,2010
29-9012,Occupational Health and Safety Technicians,,10040,2.5,22.85,47520,0.9,13.26,16.81,21.79,27.83,34.72,27580,34960,45330,57890,72220,,,2010
29-9091,Athletic Trainers,,16290,3.2,*,44030,1.0,*,*,*,*,*,25750,33800,41600,51280,64390,True,,2010
29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,55720,1.6,25.28,52580,1.3,11.71,14.74,21.14,33.04,45.8,24360,30660,43970,68730,95270,,,2010
31-0000,Healthcare Support Occupations,major,3962930,0.3,12.94,26920,0.2,8.4,9.78,11.9,15.08,18.75,17480,20350,24760,31360,39000,,,2010
31-1011,Home Health Aides,,982840,1.0,10.46,21760,0.4,7.84,8.61,9.89,11.55,14.13,16300,17900,20560,24020,29390,,,2010
31-1012,"Nursing Aides, Orderlies, and Attendants*",,1451090,0.5,12.09,25140,0.2,8.55,9.9,11.54,13.98,16.62,17790,20600,24010,29070,34580,,,2010
31-1013,Psychiatric Aides,,64730,2.1,12.84,26710,0.7,8.3,9.62,12,15.28,19.27,17270,20020,24950,31780,40070,,,2010
31-2011,Occupational Therapy Assistants,,27720,2.1,24.66,51300,0.6,15.92,19.97,24.52,29.17,34.03,33110,41540,51010,60680,70790,,,2010
31-2012,Occupational Therapy Aides,,7180,3.9,14.95,31090,1.7,8.39,10.29,13.19,17.41,25.36,17440,21400,27430,36220,52750,,,2010
31-2021,Physical Therapist Assistants,,65960,1.6,23.95,49810,0.5,14.94,19.35,23.89,28.39,33.09,31070,40240,49690,59050,68820,,,2010
31-2022,Physical Therapist Aides,,45900,2.0,12.02,25000,0.6,8.3,9.51,11.39,13.85,16.67,17270,19780,23680,28810,34670,,,2010
31-9011,Massage Therapists,,60040,2.7,19.12,39770,1.3,8.64,11.64,16.78,24.72,33.17,17970,24220,34900,51410,69000,,,2010
31-9091,Dental Assistants,,294030,0.9,16.41,34140,0.4,10.9,13.18,16.09,19.19,22.64,22680,27400,33470,39920,47090,,,2010
31-9092,Medical Assistants,,523260,0.8,14.31,29760,0.3,10.01,11.71,13.87,16.56,19.32,20810,24370,28860,34450,40190,,,2010
31-9093,Medical Equipment Preparers,,47310,1.7,14.59,30350,0.4,9.84,11.71,14.18,17.13,19.97,20460,24360,29490,35620,41530,,,2010
31-9094,Medical Transcriptionists,,78780,1.6,16.12,33530,0.4,10.56,13.01,15.82,18.87,22.22,21960,27070,32900,39260,46220,,,2010
31-9095,Pharmacy Aides,,49580,3.7,10.98,22830,1.0,8.01,8.83,10.31,12.4,15.26,16670,18370,21430,25800,31740,,,2010
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,70530,2.4,11.38,23660,0.7,7.93,8.86,10.6,13.15,16.24,16490,18440,22040,27350,33780,,,2010
31-9799,"Healthcare Support Workers, All Other*",,193980,1.2,15.23,31670,0.4,9.87,11.88,14.56,17.97,21.74,20520,24700,30280,37370,45220,,,2010
33-0000,Protective Service Occupations,major,3187810,0.4,20.43,42490,0.7,9.05,11.8,17.63,26.53,35.69,18820,24550,36660,55190,74230,,,2010
33-1011,First-Line Supervisors of Correctional Officers,,39920,0.6,28.02,58290,0.6,16.69,19.95,26.88,34.44,43.29,34710,41500,55910,71640,90050,,,2010
33-1012,First-Line Supervisors of Police and Detectives,,102200,0.7,38.83,80770,0.7,22.42,29.04,37.62,46.37,59.44,46640,60390,78260,96440,123630,,,2010
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,58800,1.4,34.56,71890,1.1,19.93,25.65,32.81,42.43,53.42,41450,53360,68240,88260,111120,,,2010
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,55190,1.6,23.4,48670,0.6,12.6,16.44,22.17,28.32,36.05,26210,34190,46100,58910,74980,,,2010
33-2011,Firefighters,,302400,1.0,22.95,47730,1.0,11.08,15.38,21.76,28.8,36.25,23050,31990,45250,59900,75390,,,2010
